ID	RPKM
b1908	106.05
b1909	2065.73
b1910	4991.52
b1911	940.72
b1912	62.84
b1913	185.59
b1914	474.24
b1915	214.4
b1916	81.42
b1917	15.48
b1918	15.15
b1919	43.44
b1920	71.44
b1921	8.81
b1922	3.83
b1923	17.11
b1924	5.3
b1925	3.66
b1926	4.22
b1927	31.44
b1928	197.71
b1929	125.71
b1930	252.41
b1931	17.66
b1932	6.73
b1937	1.75
b1938	3.09
b1939	5.04
b1940	0.54
b1941	1.15
b1942	2.77
b1943	5.69
b1944	10.68
b1945	9.64
b1946	2.53
b1947	3.76
b1948	2.62
b1949	7.69
b1950	2.63
b1951	2.31
b1952	0
b1953	28.66
b1954	2.35
b1955	18.85
b1956	24.16
b1957	40.13
b1958	16.85
b1959	8.15
b1960	38.88
b1961	102.19
b1962	33.4
b1963	4.98
b1967	113.61
b1968	52.34
b1969	22.84
b1970	24.22
b1971	15.95
b1972	14.12
b1973	26.37
b1974	5.45
b1975	26.94
b1976	294.73
b1977	0
b1978	12.71
b1981	34.47
b1982	256.03
b1983	284.5
b1984	0
b1985	3.54
b1986	0
b1987	5.77
b1988	7.34
b1989	0.81
b1990	35.55
b1991	44.67
b1992	6.42
b1993	8.62
b1994	3.57
b1996	0.08
b2000	92.98
b2001	15.59
b2002	11.86
b2003	0.83
b2004	0.74
b2005	0.35
b2007	2804.13
b2008	27.41
b2009	86.03
b2010	22.11
b2011	96.28
b2012	18.48
b2013	4.25
b2014	105.14
b2015	36.89
b2016	182.52
b2017	119.25
b2018	0
b2019	92.09
b2020	37.06
b2021	38.56
b2022	87.97
b2023	17.3
b2024	37.36
b2025	69.09
b2026	276.26
b2027	386.56
b2028	67.14
b2029	847.13
b2032	197.65
b2033	243.27
b2034	172.45
b2035	67.47
b2036	177.73
b2037	186.6
b2038	205.41
b2039	232.09
b2040	418
b2041	583.55
b2042	442.63
b2043	10.57
b2044	3.21
b2045	4.08
b2046	1.27
b2047	1.04
b2048	0.56
b2049	0.86
b2050	0.43
b2051	0.42
b2052	1.21
b2053	0.96
b2054	0.37
b2055	0
b2056	0.67
b2057	0.29
b2058	0.12
b2059	1.42
b2060	0.3
b2061	0
b2062	0.16
b2063	64.5
b2064	145.45
b2065	244.59
b2066	138.31
b2067	22.76
b2068	6.25
b2069	19.23
b2070	6.53
b2071	0
b2072	0.41
b2073	1.74
b2074	15.82
b2075	7.44
b2076	6.95
b2077	6.54
b2078	6.2
b2079	66.3
b2080	29.57
b2081	65.64
b2082	43.3
b2085	1.12
b2086	18.27
b2091	665.97
b2092	3339.47
b2093	10406.67
b2094	5345.73
b2095	5753.14
b2096	6935.99
b2097	76.11
b2098	8.41
b2099	13.2
b2100	9.97
b2101	59.98
b2102	18.68
b2103	5.1
b2104	27.98
b2105	59.71
b2106	6.07
b2107	204.06
b2108	1.31
b2109	2.58
b2110	3.98
b2111	28.48
b2112	50.28
b2113	323.62
b2114	206.8
b2118	4.54
b2119	0.62
b2120	1.38
b2121	1.34
b2123	5.51
b2124	153.25
b2125	170.2
b2126	137.32
b2127	21.14
b2128	6.46
b2129	5.56
b2130	6.36
b2131	33.34
b2132	34.98
b2133	195.8
b2134	89.69
b2135	2.48
b2136	10.8
b2137	8.79
b2140	5.65
b2141	14.29
b2142	21.88
b2143	113.2
b2144	29.24
b2145	135.89
b2146	83.55
b2147	24.63
b2148	25.42
b2149	38.23
b2150	75.92
b2151	21.33
b2152	7.69
b2153	117.28
b2154	121.19
b2155	10.66
b2156	20.25
b2157	109.33
b2158	5.78
b2159	137.01
b2160	80.25
b2161	1.73
b2162	1.18
b2163	4.29
b2164	2.86
b2165	1.19
b2166	0.78
b2167	32.44
b2168	42.88
b2169	43.58
b2170	17.77
b2171	167.3
b2172	19.17
b2173	47.88
b2174	76.39
b2175	2238.32
b2176	120.91
b2177	51.64
b2178	21.34
b2179	18.04
b2180	61.61
b2181	74.51
b2182	50.38
b2183	187.87
b2184	31.57
b2185	2976.64
b2186	131.17
b2187	518.42
b2188	126.46
b2193	52.78
b2194	127.81
b2195	33.55
b2196	36.1
b2197	185.05
b2198	13.79
b2199	0
b2200	32.05
b2201	712.49
b2202	443.38
b2203	227.19
b2204	0
b2205	139.9
b2206	668.48
b2207	0
b2208	464.69
b2209	430.34
b2210	2.75
b2211	6.39
b2212	12.09
b2213	36.52
b2214	64.42
b2215	16549.9
b2216	191.45
b2217	754.75
b2218	89.31
b2219	44.16
b2220	68.03
b2221	0.68
b2222	0.33
b2223	0.99
b2224	2.92
b2225	3.08
b2226	2.07
b2229	2.42
b2230	5.32
b2231	551.1
b2232	152.58
b2233	6.97
b2234	189.75
b2235	148.77
b2236	245.38
b2237	123.53
b2239	2336.98
b2240	2513.68
b2241	1473.12
b2242	1622.49
b2243	766.52
b2244	43.39
b2245	1.84
b2246	1.08
b2247	8.12
b2248	3.56
b2249	69.08
b2250	16.79
b2251	33.4
b2252	2.4
b2253	10.03
b2254	8.9
b2255	21.33
b2256	8.24
b2257	5.02
b2258	6.72
b2259	281.2
b2260	71.34
b2261	0
b2262	139.57
b2263	48.22
b2264	126.1
b2265	236.34
b2266	331.25
b2267	53.3
b2268	65.91
b2269	9.25
b2270	1.95
b2271	0.81
b2272	21.76
b2273	3.63
b2274	9.64
b2275	8.43
b2276	190.13
b2277	107.22
b2278	206.08
b2279	186.89
b2280	561.85
b2281	327.52
b2282	417.84
b2283	607.67
b2284	210.59
b2285	1343.47
b2286	1173.64
b2287	1092.13
b2288	911.93
b2289	172.44
b2290	75.41
b2291	44.2
b2292	39.26
b2293	250.78
b2294	298.12
b2295	127.71
b2296	1534.72
b2297	636.28
b2298	63.88
b2299	296.14
b2300	185.66
b2301	24.02
b2302	3.49
b2303	155.83
b2304	140.48
b2305	8.65
b2306	16.52
b2307	6.03
b2308	10.11
b2309	90.81
b2310	5.82
b2311	27.01
b2312	129.6
b2313	58.06
b2314	86.2
b2315	138.55
b2316	262.76
b2317	91.9
b2318	58.52
b2319	51.2
b2320	109.55
b2321	103.39
b2322	8.22
b2323	240.86
b2324	41.27
b2325	230.59
b2326	363.06
b2327	173.01
b2328	161.55
b2329	217.28
b2330	311.76
b2331	106.1
b2332	80.04
b2333	3.16
b2334	1.61
b2335	2.87
b2336	1.7
b2339	0.88
b2340	100.82
b2341	20.83
b2342	26.23
b2343	1634.86
b2344	393.32
b2345	10.55
b2346	165.45
b2347	6.54
b2348	32.97
b2349	40.49
b2350	191.75
b2351	294.03
b2352	132.45
b2354	6.08
b2357	0
b2359	1.86
b2360	3.06
b2361	0
b2362	0.88
b2363	2.74
b2364	10.62
b2365	3.97
b2366	58.15
b2367	2.29
b2368	1.23
b2369	392.53
b2370	149.04
b2371	0.59
b2372	0.68
b2373	1.35
b2374	2.1
b2375	1.62
b2376	1.89
b2377	32.45
b2378	435.06
b2379	17.02
b2380	103.63
b2381	127.73
b2382	33.2
b2383	2.1
b2384	0.97
b2385	0.66
b2386	1.56
b2387	0
b2388	240.18
b2389	6.85
b2390	11.14
b2392	5.29
b2393	190.37
b2395	38.59
b2396	0
b2397	0
b2398	510.61
b2399	585.69
b2400	776.71
b2401	4296.09
b2402	18775.32
b2403	626.52
b2405	9.07
b2406	3.1
b2407	0.3
b2408	2.44
b2409	11.07
b2410	71.88
b2411	50.94
b2412	567.46
b2413	36.17
b2414	340.77
b2415	7131.85
b2416	2902.42
b2417	2582.39
b2418	116.7
b2419	77.44
b2420	34.55
b2421	62.61
b2422	3.31
b2423	4.37
b2424	0.74
b2425	10.96
b2426	811.9
b2427	7.5
b2428	77.03
b2429	29.38
b2430	18.24
b2431	713.07
b2432	226.43
b2433	5.67
b2434	1.59
b2435	123.68
b2436	69.25
b2437	11.21
b2438	18.84
b2439	26.34
b2440	26.31
b2441	36.35
b2442	89.74
b2443	18.05
b2444	1.37
b2445	0.7
b2446	2.96
b2447	5.25
b2448	3.76
b2449	30.56
b2450	16.43
b2451	1.41
b2452	1.13
b2453	0.91
b2454	0.42
b2455	0.71
b2456	2.12
b2457	10.16
b2458	4.58
b2459	0.8
b2460	2.43
b2461	4.92
b2462	0.21
b2463	155.43
b2464	60.9
b2465	35.76
b2466	14.08
b2467	181.82
b2468	29.3
b2469	47.68
b2470	12.38
b2471	220.38
b2472	114.07
b2473	31.73
b2474	39.68
b2475	143.28
b2476	264.91
b2477	499.4
b2478	990.38
b2479	385.79
b2480	1685.89
b2481	4.62
b2482	1.09
b2483	0.49
b2484	0.46
b2485	1.24
b2486	2.21
b2487	6.08
b2488	5.81
b2489	4.06
b2490	6.52
b2491	4
b2492	3.91
b2493	19.46
b2494	123.34
b2495	722.67
b2496	297.32
b2497	12.57
b2498	445.76
b2499	107.06
b2500	212.19
b2501	148.51
b2502	162.88
b2503	16.63
b2504	562.64
b2505	20.13
b2506	10.2
b2507	212.56
b2508	221.78
b2509	213.28
b2510	162.89
b2511	164.94
b2512	171.53
b2513	562.17
b2514	513.99
b2515	426.14
b2516	940.82
b2517	123.17
b2518	84.97
b2519	22.27
b2520	75.56
b2521	155.74
b2522	81.17
b2523	29.57
b2524	509.07
b2525	384.38
b2526	98.84
b2527	70.86
b2528	144.66
b2529	580.37
b2530	219.03
b2531	183.11
b2532	360.42
b2533	363.84
b2534	15.68
b2535	102.68
b2536	13.5
b2537	14.14
b2538	10.45
b2539	11.96
b2540	4.22
b2541	5.42
b2542	3.85
b2543	14.55
b2544	6.33
b2545	7.36
b2546	0.78
b2547	1.46
b2548	2.97
b2549	1.86
b2550	24.45
b2551	1442.99
b2552	31.25
b2553	176.45
b2554	26.7
b2555	82.6
b2556	20.91
b2557	109.2
b2558	22.95
b2559	73.87
b2560	68.76
b2561	44.03
b2562	200.25
b2563	151.15
b2564	0
b2565	75.13
b2566	209.59
b2567	255.11
b2568	280.31
b2569	331.32
b2570	300.4
b2571	503.91
b2572	627.51
b2573	377.19
b2574	6.16
b2575	30.66
b2576	170.19
b2577	10.29
b2578	1.58
b2579	11327.14
b2580	194.51
b2581	150.51
b2582	77.75
b2583	69.19
b2584	182.19
b2585	496.17
b2586	30.97
b2587	241.61
b2588	0
b2589	0.04
b2591	511.19
b2592	137.82
b2593	97.74
b2594	224.11
b2595	1386.08
b2597	12502.33
b2598	6.42
b2599	114.14
b2600	22.3
b2601	56.06
b2602	17.41
b2603	274.65
b2604	89.56
b2605	204.22
b2606	12302.13
b2607	9486.67
b2608	5818.26
b2609	2980.57
b2610	345.95
b2611	98.66
b2614	859.21
b2615	173.5
b2616	70.52
b2617	1231.55
b2618	442.88
b2619	159.28
b2620	931.03
b2621	163339.16
b2622	188.22
b2623	16.23
b2624	2.6
b2625	2.45
b2626	1.6
b2627	83.47
b2628	198.81
b2629	23.74
b2630	899.18
b2631	519.4
b2632	3.83
b2633	2.43
b2634	1.06
b2635	0.56
b2636	12.23
b2637	5.18
b2642	27.94
b2643	0
b2644	0.41
b2645	1.45
b2646	1.46
b2647	4.81
b2652	0.81
b2659	6.41
b2660	6.99
b2661	8.36
b2662	5.88
b2663	1.47
b2664	14.49
b2665	85.7
b2666	6.48
b2667	40.21
b2668	23.93
b2669	68.21
b2670	23.9
b2671	15.54
b2672	61.61
b2673	2.83
b2674	0.75
b2675	3.54
b2676	5.8
b2677	220.53
b2678	116.95
b2679	1303.96
b2682	294.21
b2683	169.68
b2684	291.21
b2685	50.8
b2686	12.57
b2687	309.08
b2688	270.13
b2689	90.31
b2690	160.49
b2691	0
b2692	147.97
b2694	0
b2695	0
b2696	1091.39
b2697	595.08
b2698	15.56
b2699	361.27
b2700	47.58
b2701	39.08
b2702	648.51
b2703	529.64
b2704	272.52
b2705	1153.86
b2706	122.11
b2707	661.99
b2708	212.31
b2709	13.83
b2710	6.19
b2711	2.92
b2712	37.36
b2713	6.33
b2714	47.8
b2715	4.55
b2716	9.77
b2717	28.02
b2718	10.84
b2719	4.59
b2720	4.52
b2721	1.89
b2722	0.65
b2723	0.33
b2724	0.12
b2725	0.31
b2726	516.86
b2727	600.97
b2728	222.44
b2729	284.62
b2730	161.67
b2731	91.75
b2732	7.45
b2733	78.85
b2734	10.48
b2735	45.19
b2736	2.02
b2737	5.02
b2738	7.43
b2739	10.07
b2740	2.58
b2741	458.59
b2742	709.22
b2743	125.78
b2744	223.39
b2745	151.86
b2746	94.3
b2747	113.26
b2748	373.47
b2749	88.78
b2750	4.57
b2751	6.43
b2752	4.69
b2753	31.13
b2754	17.02
b2755	8.78
b2756	19.7
b2757	8.63
b2758	5.58
b2759	11.41
b2760	1.91
b2761	9.95
b2762	13.39
b2763	6.14
b2764	5.46
b2765	47.79
b2766	74.81
b2767	135.49
b2768	123.33
b2769	1.64
b2770	2.61
b2771	0
b2774	1.17
b2775	2.62
b2776	5.27
b2777	139.44
b2778	3.56
b2779	3166.37
b2780	714.03
b2781	138.24
b2782	71.47
b2783	70.75
b2784	74.52
b2785	64.52
b2786	47.41
b2787	18.89
b2788	9.22
b2789	22.34
b2790	136.38
b2791	58.83
b2792	31.27
b2793	212.93
b2794	165.18
b2795	459.88
b2796	696.81
b2797	305.93
b2798	44.72
b2799	42.17
b2800	29.23
b2801	14.28
b2802	53.39
b2803	28.84
b2804	57.27
b2805	85.94
b2806	36.13
b2807	11.16
b2808	41.91
b2809	59.5
b2810	97.72
b2811	157.43
b2812	8.01
b2813	44.08
b2814	1035.83
b2815	7684.36
b2816	1362.06
b2817	96.44
b2818	11.04
b2819	48.77
b2820	115.45
b2821	42.34
b2822	39.39
b2823	21.4
b2824	7.31
b2825	4.1
b2826	6.59
b2827	394.67
b2828	101.23
b2829	175.54
b2830	325.8
b2831	36.12
b2832	48.2
b2833	284.85
b2834	195.54
b2835	16.27
b2836	44.57
b2837	60.06
b2838	4.33
b2839	25.33
b2840	23.23
b2841	10.13
b2842	13.29
b2843	14.28
b2844	32.01
b2845	71
b2846	5.79
b2847	42.59
b2848	26.61
b2849	1.93
b2851	1.64
b2852	1.07
b2853	1.21
b2864	0
b2865	95.15
b2866	17.72
b2867	20.59
b2868	19.96
b2869	135.23
b2870	3.13
b2871	2.63
b2872	8.02
b2873	3.01
b2874	12.54
b2875	57.03
b2876	38.02
b2877	182.78
b2878	4.81
b2879	3.36
b2880	5.26
b2881	10.82
b2882	1.07
b2883	12.21
b2886	2.03
b2887	3.33
b2888	0.5
b2889	28.62
b2890	922.72
b2891	950.41
b2892	120.28
b2893	419.22
b2894	187.73
b2895	205.97
b2896	249.75
b2897	498.15
b2898	234.21
b2899	177.73
b2900	139.94
b2901	147.47
b2902	52.94
b2903	561.27
b2904	2267.65
b2905	1434.92
b2906	150.86
b2907	66.02
b2908	579.13
b2909	1069.18
b2910	974.95
b2911	25082.29
b2912	325.51
b2913	116.83
b2914	498.28
b2916	132.87
b2917	4.67
b2918	4.38
b2919	6.18
b2920	5.08
b2921	22.99
b2922	261.56
b2923	10.09
b2924	122.55
b2925	2851.28
b2926	2083.05
b2927	841.27
b2928	121.25
b2929	160.04
b2930	0.64
b2933	0.74
b2934	1.67
b2935	298.69
b2936	105.7
b2937	88.61
b2938	383.66
b2939	56.91
b2940	2.99
b2942	203.54
b2943	109.66
b2944	21.63
b2945	28.53
b2946	101.22
b2947	218.25
b2948	258.79
b2949	243.88
b2950	0.69
b2951	63.28
b2952	196.11
b2953	254.79
b2954	156.72
b2955	148.09
b2956	85.39
b2957	5049.98
b2958	144.89
b2959	455.4
b2960	224.58
b2961	80.98
b2962	180.8
b2963	91.85
b2964	116.03
b2965	31.24
b2966	45.88
b2967	0
b2968	12.63
b2971	34.31
b2972	64.73
b2975	1.54
b2976	45.13
b2977	64.28
b2979	0.64
b2980	10.29
b2983	1.91
b2984	2.69
b2985	2.67
b2986	0.45
b2987	1.31
b2988	92.75
b2989	59.96
b2990	193.32
b2991	91.69
b2992	192.71
b2993	107.88
b2994	279.01
b2995	65.47
b2996	247.19
b2997	415.62
b2998	2.8
b3001	221.05
b3002	137.01
b3003	13.93
b3005	113.17
b3006	82.29
b3008	37.15
b3009	162.62
b3010	27.3
b3011	205.52
b3012	152.42
b3013	9.99
b3014	14.12
b3017	97.89
b3018	151.04
b3019	103.66
b3020	63.09
b3021	44.07
b3022	82.95
b3023	57.71
b3024	144.88
b3025	3.82
b3026	16.23
b3027	1.72
b3028	37.4
b3029	466.91
b3030	280.76
b3031	350.14
b3032	380.36
b3033	151.97
b3034	197.59
b3035	1155.54
b3037	943.69
b3038	689.38
b3039	8.79
b3040	89.46
b3041	513.47
b3042	328.44
b3043	1.55
b3047	3.3
b3048	4.81
b3049	140.38
b3050	18.29
b3051	4.58
b3052	134.9
b3053	45.28
b3054	68.31
b3055	574.61
b3056	89.95
b3057	31.57
b3058	31.34
b3059	108.75
b3060	34.61
b3061	1.14
b3062	2.33
b3063	0.4
b3064	0
b3065	2334.32
b3066	234.62
b3067	468.14
b3068	94.23
b3069	0
b3070	23.45
b3071	105.03
b3072	5.46
b3073	16.79
b3074	13.4
b3075	127.06
b3076	6.63
b3077	5.2
b3078	4.03
b3079	1.79
b3080	2.81
b3081	7.47
b3082	22.14
b3083	80.95
b3084	63.37
b3085	46.97
b3086	6.77
b3087	216.59
b3088	31.42
b3089	14.17
b3090	7.7
b3091	62.97
b3092	109.79
b3093	24.57
b3094	255.75
b3095	147.16
b3096	187.74
b3097	607.55
b3098	686.48
b3099	524.17
b3100	191.11
b3101	15.6
b3102	54.06
b3103	22.91
b3104	2.53
b3105	32.11
b3106	2.64
b3107	26.32
b3110	16.87
b3113	1623.72
b3114	1562.86
b3115	905.56
b3116	627.12
b3117	890.19
b3118	415.87
b3119	5
b3120	4.27
b3121	3.91
b3123	49930.44
b3124	151.65
b3125	132.59
b3126	223.75
b3127	126.55
b3128	253.07
b3129	219.57
b3130	188.36
b3131	69.57
b3132	14.62
b3133	27.15
b3136	4.98
b3137	3.2
b3138	0.15
b3139	0.74
b3140	1.45
b3141	3.5
b3142	8.79
b3143	1.25
b3144	8.6
b3145	14.55
b3146	64.39
b3147	146.8
b3148	263.14
b3149	198.31
b3150	282.07
b3151	9.39
b3152	5.38
b3153	4.42
b3154	69.29
b3155	40.79
b3156	180.69
b3157	259.52
b3158	106.25
b3159	42.11
b3160	22.92
b3161	9.35
b3162	553.02
b3163	2308.1
b3164	567.35
b3165	11083
b3166	220.1
b3167	206.05
b3168	788.25
b3169	831.69
b3170	413.83
b3171	493.51
b3172	46.27
b3173	15.56
b3174	0
b3175	1909.74
b3176	390.02
b3177	103.11
b3178	503.97
b3179	715.85
b3180	595.58
b3181	183.47
b3182	79.06
b3183	55.01
b3184	107.39
b3185	0
b3186	2264.99
b3187	595.38
b3188	110.38
b3189	248.72
b3190	203.22
b3191	386.51
b3192	350.97
b3193	184.73
b3194	94.7
b3195	139.03
b3196	46.47
b3197	269.5
b3198	321.75
b3199	609.34
b3200	1035.23
b3201	295.49
b3202	669.74
b3203	1783.89
b3204	343.65
b3205	611.18
b3206	313.01
b3207	772.63
b3208	18.96
b3209	45.25
b3210	172.55
b3211	26.17
b3212	55.35
b3213	97.48
b3214	26.09
b3215	2.29
b3216	17.5
b3219	40.12
b3220	31.02
b3221	527.64
b3222	142.69
b3223	99.88
b3224	78.9
b3225	1546.26
b3226	142.38
b3227	0.91
b3228	196.89
b3229	862.31
b3230	3962.22
b3231	8960.51
b3232	108.23
b3233	447.64
b3234	63.67
b3235	87.7
b3236	1517.62
b3237	304.6
b3238	120.81
b3239	26.32
b3240	5.17
b3241	3.5
b3242	0.65
b3243	91.25
b3244	221.31
b3247	216.63
b3248	115.41
b3249	68.69
b3250	173.02
b3251	328.97
b3252	81.65
b3253	117.97
b3255	1050.02
b3256	601.78
b3257	10.59
b3258	22.89
b3259	89.56
b3260	790.99
b3261	508.81
b3262	7.68
b3263	0
b3264	0.58
b3265	1.4
b3266	5.8
b3267	0
b3269	1.33
b3270	1.16
b3271	5.24
b3275	9.05
b3278	4.96
b3279	299.26
b3280	186.7
b3281	79.89
b3282	305.69
b3283	898.09
b3284	619.68
b3287	831.64
b3288	530.24
b3289	247.14
b3290	154.27
b3291	270.51
b3292	71.98
b3293	46.78
b3294	3665.96
b3295	4221.1
b3296	6396.75
b3297	1412.49
b3298	3974.22
b3299	2798.26
b3300	2463.24
b3301	4176.9
b3302	2411.24
b3303	3919.09
b3304	2836.27
b3305	3326.45
b3306	7046.28
b3307	13372.68
b3308	5881.61
b3309	8576.49
b3310	11981.62
b3311	2787.2
b3312	2269.84
b3313	3836.99
b3314	3631.64
b3315	2425.86
b3316	3075.73
b3317	2916.48
b3318	8222.08
b3319	1672.88
b3320	4940.81
b3321	12516.53
b3322	18.34
b3323	1.94
b3324	4.68
b3325	6.75
b3326	3.98
b3327	4.49
b3328	4.11
b3329	4.06
b3330	2.27
b3331	2.63
b3332	4.02
b3333	8.62
b3334	17.27
b3335	5.3
b3336	139
b3337	12.12
b3338	12.41
b3339	4591.32
b3340	5780.81
b3341	5596.48
b3342	2951.58
b3343	220.55
b3344	66.94
b3345	264.52
b3346	332.61
b3347	450.49
b3348	118.47
b3349	1608.49
b3350	8.25
b3351	21.21
b3352	75.7
b3353	60.55
b3354	126.81
b3355	78.46
b3356	188.31
b3357	1922.37
b3358	171.22
b3359	12.14
b3360	9.09
b3361	76.09
b3362	82.31
b3363	217.89
b3364	16.62
b3365	2167.72
b3366	483.11
b3367	310.91
b3368	290.18
b3369	0
b3370	1.63
b3371	12.32
b3374	6.61
b3375	84.05
b3376	1.99
b3377	1.55
b3378	5.52
b3379	0.6
b3380	1.1
b3381	0.67
b3382	0
b3383	12.04
b3384	356.97
b3385	213.38
b3386	190.24
b3387	207.3
b3388	807.97
b3389	459.66
b3390	475.77
b3391	2.46
b3392	5.4
b3393	1.53
b3394	1.32
b3395	3.95
b3396	23.59
b3397	99.91
b3398	67.11
b3399	227.62
b3400	163.31
b3401	125.95
b3402	21.45
b3403	1861.22
b3404	89.76
b3405	367.12
b3406	63.78
b3407	130.69
b3408	292.6
b3409	52.39
b3410	136.13
b3411	9.16
b3412	38
b3413	101.5
b3414	296.03
b3415	16.16
b3416	222.84
b3417	354.81
b3418	464.8
b3421	4.31
b3422	3.59
b3423	169.2
b3424	154.32
b3425	124.97
b3426	1350.88
b3428	218.95
b3429	125.99
b3430	237.6
b3431	133.56
b3432	225
b3433	444.02
b3434	23.2
b3437	29.62
b3438	220.7
b3439	52.47
b3440	169.78
b3441	76.03
b3442	3.68
b3446	5.53
b3447	22.62
b3448	48.25
b3449	11.5
b3450	6.12
b3451	1.38
b3452	0.7
b3453	6.49
b3454	9.41
b3455	9.42
b3456	2.04
b3457	0.67
b3458	8.61
b3459	115.31
b3460	3.95
b3461	1130.18
b3462	81.2
b3463	143.06
b3464	196.01
b3465	104.42
b3466	62.02
b3467	88.27
b3468	63.2
b3469	64.56
b3470	94.01
b3471	10.39
b3472	572.52
b3473	25.51
b3474	6.55
b3475	108.22
b3476	443.88
b3477	82.97
b3478	96.76
b3479	271.91
b3480	247.63
b3481	432.16
b3482	1.9
b3483	3.12
b3484	1.02
b3485	12.43
b3486	28.32
b3487	63.59
b3488	4.47
b3491	1.54
b3492	22.23
b3493	216.29
b3494	34.22
b3495	2517.79
b3496	155.2
b3497	13.89
b3498	88.06
b3499	96.9
b3500	179.34
b3501	1.56
b3502	3.19
b3503	14.62
b3506	63.9
b3507	3.21
b3508	6.58
b3509	83.92
b3510	290.27
b3511	14.57
b3512	48.67
b3513	5
b3514	11.27
b3515	94.27
b3516	214.04
b3517	3.42
b3518	72.3
b3519	11.34
b3520	5
b3521	16.58
b3522	60.22
b3523	3.35
b3524	9.75
b3525	0.77
b3526	111.53
b3527	131.35
b3528	66.49
b3529	56.62
b3530	12.96
b3531	11.19
b3532	18.48
b3533	6.22
b3535	86.36
b3536	138.19
b3537	165.19
b3538	39.53
b3539	30.43
b3540	160.53
b3541	94.98
b3542	15.76
b3543	18.02
b3544	663.79
b3545	0
b3546	95.34
b3547	1.56
b3548	14.72
b3549	52.29
b3550	42.51
b3551	48.37
b3552	38.18
b3553	337.86
b3554	431.47
b3555	72.12
b3556	64476.58
b3557	24.59
b3558	5.95
b3559	514.86
b3560	179.05
b3561	12.26
b3562	5.33
b3563	2.33
b3564	3.38
b3565	9.75
b3566	9.29
b3567	5.02
b3568	3.56
b3569	32.44
b3570	528.7
b3571	22.88
b3572	150.34
b3573	120.63
b3574	42.8
b3575	2.05
b3576	0
b3577	0.82
b3578	0.41
b3579	3.08
b3580	2.57
b3581	2.26
b3582	2.74
b3583	5.69
b3584	1.2
b3585	28.7
b3586	0.85
b3587	0
b3588	2.96
b3589	3.29
b3590	151.61
b3591	84.93
b3592	18.38
b3593	0.82
b3594	13.7
b3596	2.8
b3597	3.73
b3598	5.72
b3599	26.25
b3600	88.88
b3601	116.55
b3602	239.46
b3603	7.34
b3604	15.67
b3605	14.93
b3606	27.06
b3607	295.71
b3608	666.17
b3609	1239.68
b3610	281.11
b3611	338.87
b3612	2398.7
b3613	220.16
b3614	65.25
b3615	11.07
b3616	783.3
b3617	480.94
b3618	97.41
b3619	423.9
b3620	251.44
b3621	141.2
b3622	183.28
b3623	123.61
b3624	29
b3625	97.24
b3626	63.58
b3627	111.23
b3628	149.51
b3629	111.83
b3630	119.41
b3631	104.47
b3632	101.23
b3633	89.77
b3634	83.61
b3635	11.62
b3636	5283.73
b3637	4689.99
b3638	19.27
b3639	209.79
b3640	502.84
b3641	199.32
b3642	2.8
b3643	144.25
b3644	291.69
b3645	36.71
b3646	82.72
b3647	5.25
b3648	482.05
b3649	481.15
b3650	409.12
b3651	253.81
b3652	157.06
b3653	17.12
b3654	73.53
b3655	82.74
b3656	7.1
b3657	2.33
b3658	5.18
b3659	1.01
b3660	30.9
b3661	26.44
b3662	13.48
b3663	22.32
b3664	0.77
b3665	31.02
b3666	3.65
b3667	11.45
b3668	11.78
b3669	17.61
b3670	82.82
b3671	66.43
b3672	3531.06
b3673	13.23
b3674	20.08
b3675	18.22
b3676	13.21
b3677	20.36
b3678	2.04
b3679	0.62
b3680	4.04
b3684	2.47
b3685	35.11
b3686	15.88
b3687	46.67
b3688	338.63
b3689	34.31
b3690	3
b3691	1.22
b3693	13.06
b3696	8.24
b3697	367.01
b3698	22.15
b3699	531.67
b3700	253.82
b3701	344.45
b3702	254.81
b3703	2908.45
b3704	797.15
b3705	884.66
b3706	121.01
b3707	19990.16
b3708	10982.64
b3709	1183.78
b3710	17.35
b3711	45.05
b3712	146.85
b3713	193.19
b3714	47.44
b3715	45.56
b3716	23.2
b3717	29.82
b3718	5.65
b3719	3.52
b3720	1.64
b3721	1.24
b3722	0.46
b3723	2.09
b3724	55.42
b3725	59.42
b3726	9.24
b3727	10.57
b3728	10.82
b3729	479.04
b3730	588.04
b3731	583.65
b3732	598.46
b3733	1778.73
b3734	1167.09
b3735	923.69
b3736	772.37
b3737	889.7
b3738	789.2
b3739	437.52
b3740	91.02
b3741	77.34
b3742	630.43
b3743	41.6
b3744	9.22
b3745	184.81
b3746	185.93
b3747	49.76
b3748	853.45
b3749	72.36
b3750	173.5
b3751	327.52
b3752	175.67
b3753	57.34
b3754	45.1
b3755	263
b3756	95.12
b3758	69.22
b3760	146.38
b3761	539.38
b3764	140.48
b3765	4.96
b3766	519.12
b3769	0
b3770	55.06
b3771	23.33
b3772	14.86
b3773	8.01
b3774	34.85
b3775	160.69
b3778	28.77
b3779	334.67
b3780	861.13
b3781	2345.91
b3783	2260.32
b3784	230.18
b3785	204.47
b3786	209.11
b3787	176.41
b3788	261.57
b3789	186.97
b3790	152.51
b3791	103.3
b3792	36.53
b3793	27.29
b3794	58.19
b3795	39.5
b3796	0
b3797	4493.11
b3798	0
b3799	338.35
b3800	7.31
b3801	6.95
b3802	491.1
b3803	228
b3804	292.7
b3805	201.64
b3806	294.57
